Valparaíso;,Albergue;,San Felipe;,Albergue de Refuerzo;,Maria Eufrasia 1350, San Felipe, Valparaíso, Chile;,Gobernación de San Felipe;,24 hrs.;,20;,Ver Mapa;,-32.7551405;,-70.7194602;,https://maps.googleapis.com/maps/api/geocode/json?address=Maria+Eufrasia+1350,+San+Felipe,+Valparaíso,+Chile&key=AIzaSyBr8k58m1tkHh0QNc5S2KRzcpDYuMREu0A;
Valparaíso;,Albergue Plan Protege Calle COVID-19;,Valparaíso;,Albergue Protege;,Santiago Severin 156, Valparaíso,valparaiso, Chile;,Moviliza;,24 hrs;,20;,Ver Mapa;,-33.0372575;,-71.6327457;,https://maps.googleapis.com/maps/api/geocode/json?address=Santiago+Severin+156,+Valparaíso,valparaiso,+Chile&key=AIzaSyBr8k58m1tkHh0QNc5S2KRzcpDYuMREu0A;
Valparaíso;,Albergue;,Viña del Mar;,Albergue;,24 Nte. 1341, Viña del Mar, Valparaíso, Chile;,Municipalidad de Viña del Mar;,24 hrs.;,20;,Ver Mapa;,-33.002209;,-71.54006;,https://maps.googleapis.com/maps/api/geocode/json?address=24+Nte.+1341,+Viña+del+Mar,+Valparaíso,+Chile&key=AIzaSyBr8k58m1tkHh0QNc5S2KRzcpDYuMREu0A;
Metropolitana;,Albergue;,Buin;,Albergue;,José Miguel Carrera 433, Buin, Región Metropolitana, Chile;,Municipalidad de Buin;,24 hrs.;,20;,Ver Mapa;,-33.7219328;,-70.7431546;,https://maps.googleapis.com/maps/api/geocode/json?address=José+Miguel+Carrera+433,+Buin,+Región+Metropolitana,+Chile&key=AIzaSyBr8k58m1tkHh0QNc5S2KRzcpDYuMREu0A;
Metropolitana;,Albergue;,Cerro Navia;,Albergue;,Galo González 1523, Cerro Navia, Región Metropolitana, Chile;,Municipalidad de Cerro Navia;,24 hrs.;,20;,Ver Mapa;,-33.4244883;,-70.7365324;,https://maps.googleapis.com/maps/api/geocode/json?address=Galo+González+1523,+Cerro+Navia,+Región+Metropolitana,+Chile&key=AIzaSyBr8k58m1tkHh0QNc5S2KRzcpDYuMREu0A;
Metropolitana;,Albergue;,Conchalí;,Albergue;,Av. Diagonal Cardenal José María Caro 1851, Conchalí, Región Metropolitana, Chile;,Fundación Hogar de Cristo;,24 hrs;,20;,Ver Mapa;,-33.3729999;,-70.6834102;,https://maps.googleapis.com/maps/api/geocode/json?address=Av.+Diagonal+Cardenal+José+María+Caro+1851,+Conchalí,+Región+Metropolitana,+Chile&key=AIzaSyBr8k58m1tkHh0QNc5S2KRzcpDYuMREu0A;
Metropolitana;,Albergue;,Conchalí;,Albergue;,San Fernando 1262, Conchalí, Región Metropolitana, Chile;,Municipalidad de Conchalí;,24 hrs;,20;,Ver Mapa;,-33.3927164;,-70.6611875;,https://maps.googleapis.com/maps/api/geocode/json?address=San+Fernando+1262,+Conchalí,+Región+Metropolitana,+Chile&key=AIzaSyBr8k58m1tkHh0QNc5S2KRzcpDYuMREu0A;
Metropolitana;,Albergue Plan Protege Calle COVID-19;,Estación Central;,Albergue C-19 Parroquia Sagrado Corazón;,Av Libertador Bernardo O'Higgins 3138, Santiago, Estación Central, Región Metropolitana, Chile;,Fundación Mission Golden;,24 hrs;,20;,Ver Mapa;,-33.4511178;,-70.678009;,https://maps.googleapis.com/maps/api/geocode/json?address=Av+Libertador+Bernardo+O'Higgins+3138,+Santiago,+Estación+Central,+Región+Metropolitana,+Chile&key=AIzaSyBr8k58m1tkHh0QNc5S2KRzcpDYuMREu0A;
Metropolitana;,Albergue;,Huechuraba;,Albergue de Refuerzo;,Camino Al Bosque de Santiago 491, Huechuraba, Región Metropolitana, Chile;,Municipalidad de Huechuraba;,24 hrs.;,20;,Ver Mapa;,-33.3745617;,-70.6343401;,https://maps.googleapis.com/maps/api/geocode/json?address=Camino+Al+Bosque+de+Santiago+491,+Huechuraba,+Región+Metropolitana,+Chile&key=AIzaSyBr8k58m1tkHh0QNc5S2KRzcpDYuMREu0A;
Metropolitana;,Albergue;,La Florida;,Albergue;,Trinidad 1767, La Florida, Región Metropolitana, Chile;,Iglesia Volver a Vivir;,24 hrs;,20;,Ver Mapa;,-33.546484;,-70.6099086;,https://maps.googleapis.com/maps/api/geocode/json?address=Trinidad+1767,+La+Florida,+Región+Metropolitana,+Chile&key=AIzaSyBr8k58m1tkHh0QNc5S2KRzcpDYuMREu0A;
Metropolitana;,Albergue;,La Florida;,Albergue;,Las Perdices 6987, La Florida, Región Metropolitana, Chile;,Fundación Educere;,24 hrs.;,20;,Ver Mapa;,-33.5206246;,-70.5470124;,https://maps.googleapis.com/maps/api/geocode/json?address=Las+Perdices+6987,+La+Florida,+Región+Metropolitana,+Chile&key=AIzaSyBr8k58m1tkHh0QNc5S2KRzcpDYuMREu0A;
Metropolitana;,Albergue;,La Granja;,Albergue;,Padre Esteban Gumucio Vives 498, La Granja, Región Metropolitana, Chile;,Fundación Damián Molokai;,24 hrs;,20;,Ver Mapa;,-33.520245;,-70.62770569999999;,https://maps.googleapis.com/maps/api/geocode/json?address=Padre+Esteban+Gumucio+Vives+498,+La+Granja,+Región+Metropolitana,+Chile&key=AIzaSyBr8k58m1tkHh0QNc5S2KRzcpDYuMREu0A;
Metropolitana;,Albergue;,La Pintana;,Albergue;,Los Plátanos 658, La Pintana, Región Metropolitana, Chile;,Fundación Mission Golden;,24 hrs.;,20;,Ver Mapa;,-33.6146463;,-70.62704;,https://maps.googleapis.com/maps/api/geocode/json?address=Los+Plátanos+658,+La+Pintana,+Región+Metropolitana,+Chile&key=AIzaSyBr8k58m1tkHh0QNc5S2KRzcpDYuMREu0A;
Metropolitana;,Albergue;,La Reina;,Albergue de Refuerzo;,Arrieta 551, Villa Alemana, La Reina, Región Metropolitana, Chile;,Municipalidad de Villa Alemana;,24 hrs.;,20;,Ver Mapa;,-33.4625483;,-70.5604768;,https://maps.googleapis.com/maps/api/geocode/json?address=Arrieta+551,+Villa+Alemana,+La+Reina,+Región+Metropolitana,+Chile&key=AIzaSyBr8k58m1tkHh0QNc5S2KRzcpDYuMREu0A;
Metropolitana;,Albergue;,La Reina;,Albergue;,Av. Alcalde Fernando Castillo Velasco 9770, La Reina, Región Metropolitana, Chile;,Municipalidad de La Reina;,24 hrs.;,20;,Ver Mapa;,-33.4522539;,-70.5310659;,https://maps.googleapis.com/maps/api/geocode/json?address=Av.+Alcalde+Fernando+Castillo+Velasco+9770,+La+Reina,+Región+Metropolitana,+Chile&key=AIzaSyBr8k58m1tkHh0QNc5S2KRzcpDYuMREu0A;
Metropolitana;,Albergue;,Lampa;,Albergue;,Hogar de Cristo, Lampa, Región Metropolitana, Chile;,Municipalidad de Lampa;,24 hrs.;,20;,Ver Mapa;,-33.2918899;,-70.7704048;,https://maps.googleapis.com/maps/api/geocode/json?address=Hogar+de+Cristo,+Lampa,+Región+Metropolitana,+Chile&key=AIzaSyBr8k58m1tkHh0QNc5S2KRzcpDYuMREu0A;
Metropolitana;,Albergue;,Lo Espejo;,Albergue;,Buenaventura 3906, Lo Espejo, Región Metropolitana, Chile;,Corporación Caleta Sur;,24 hrs.;,20;,Ver Mapa;,-33.505616;,-70.6942529;,https://maps.googleapis.com/maps/api/geocode/json?address=Buenaventura+3906,+Lo+Espejo,+Región+Metropolitana,+Chile&key=AIzaSyBr8k58m1tkHh0QNc5S2KRzcpDYuMREu0A;
Metropolitana;,Albergue;,Lo Prado;,Albergue de Refuerzo;,Los Tamarindos 5603, Lo Prado, Región Metropolitana, Chile;,Fundación Betesda;,24 hrs.;,20;,Ver Mapa;,-33.440188;,-70.7121564;,https://maps.googleapis.com/maps/api/geocode/json?address=Los+Tamarindos+5603,+Lo+Prado,+Región+Metropolitana,+Chile&key=AIzaSyBr8k58m1tkHh0QNc5S2KRzcpDYuMREu0A;
Metropolitana;,Albergue;,Lo Prado;,Albergue de Refuerzo;,Nueve de Julio 5607, Lo Prado, Región Metropolitana, Chile;,Fundación Betesda;,24 hrs.;,20;,Ver Mapa;,-33.4388077;,-70.7126187;,https://maps.googleapis.com/maps/api/geocode/json?address=Nueve+de+Julio+5607,+Lo+Prado,+Región+Metropolitana,+Chile&key=AIzaSyBr8k58m1tkHh0QNc5S2KRzcpDYuMREu0A;
Metropolitana;,Albergue;,Lo Prado;,Albergue;,Los Canelos 831, Lo Prado, Región Metropolitana, Chile;,Club Rehabilitador de Alcohólicos Lo Prado;,24 hrs;,20;,Ver Mapa;,-33.4433319;,-70.7279835;,https://maps.googleapis.com/maps/api/geocode/json?address=Los+Canelos+831,+Lo+Prado,+Región+Metropolitana,+Chile&key=AIzaSyBr8k58m1tkHh0QNc5S2KRzcpDYuMREu0A;
Metropolitana;,Albergue;,Melipilla;,Albergue;,Pdre Demetrio Bravo 110, Melipilla, Región Metropolitana, Chile;,Padre Demetrio;,24 hrs.;,20;,Ver Mapa;,-33.6791573;,-71.208005;,https://maps.googleapis.com/maps/api/geocode/json?address=Pdre+Demetrio+Bravo+110,+Melipilla,+Región+Metropolitana,+Chile&key=AIzaSyBr8k58m1tkHh0QNc5S2KRzcpDYuMREu0A;
Metropolitana;,Albergue;,Padre Hurtado;,Albergue;,José Luis Caro 200, Padre Hurtado, Región Metropolitana, Chile;,Municipalidad de  Padre Hurtado;,24 hrs.;,20;,Ver Mapa;,-33.5678475;,-70.8171179;,https://maps.googleapis.com/maps/api/geocode/json?address=José+Luis+Caro+200,+Padre+Hurtado,+Región+Metropolitana,+Chile&key=AIzaSyBr8k58m1tkHh0QNc5S2KRzcpDYuMREu0A;
Metropolitana;,Albergue;,Pedro Aguirre Cerda;,Albergue de Refuerzo;,José Joaquín Prieto Vial 3391, Pedro Aguirre Cerda, Región Metropolitana, Chile;,Fundacion Rapha;,24 hrs.;,20;,Ver Mapa;,-33.4827295;,-70.6583187;,https://maps.googleapis.com/maps/api/geocode/json?address=José+Joaquín+Prieto+Vial+3391,+Pedro+Aguirre+Cerda,+Región+Metropolitana,+Chile&key=AIzaSyBr8k58m1tkHh0QNc5S2KRzcpDYuMREu0A;
Metropolitana;,Albergue;,Peñaflor;,Albergue;,Av. Miraflores 1683, Penaflor, Peñaflor, Región Metropolitana, Chile;,Gobernacion de Talagante;,24 hrs;,20;,Ver Mapa;,-33.5997167;,-70.8688085;,https://maps.googleapis.com/maps/api/geocode/json?address=Av.+Miraflores+1683,+Penaflor,+Peñaflor,+Región+Metropolitana,+Chile&key=AIzaSyBr8k58m1tkHh0QNc5S2KRzcpDYuMREu0A;
Metropolitana;,Albergue;,Peñalolén;,Albergue;,Cruz Almeyda 1051, Penalolen, Peñalolén, Región Metropolitana, Chile;,Fundación Giovanni XXIII;,24 hrs;,20;,Ver Mapa;,-33.4636698;,-70.5705717;,https://maps.googleapis.com/maps/api/geocode/json?address=Cruz+Almeyda+1051,+Penalolen,+Peñalolén,+Región+Metropolitana,+Chile&key=AIzaSyBr8k58m1tkHh0QNc5S2KRzcpDYuMREu0A;
Metropolitana;,Albergue;,Peñalolén;,Albergue;,Av. Quebrada de Macul 7120, Penalolen, Peñalolén, Región Metropolitana, Chile;,Fundación Damián Molokai;,24 hrs;,20;,Ver Mapa;,-33.5064583;,-70.5594794;,https://maps.googleapis.com/maps/api/geocode/json?address=Av.+Quebrada+de+Macul+7120,+Penalolen,+Peñalolén,+Región+Metropolitana,+Chile&key=AIzaSyBr8k58m1tkHh0QNc5S2KRzcpDYuMREu0A;
Metropolitana;,Albergue;,Providencia;,Albergue PI (Familiar);,Av. Ricardo Lyon 1085, Providencia, Región Metropolitana, Chile;,Iglesia Volver a Vivir;,24 hrs;,20;,Ver Mapa;,-33.4312976;,-70.6064366;,https://maps.googleapis.com/maps/api/geocode/json?address=Av.+Ricardo+Lyon+1085,+Providencia,+Región+Metropolitana,+Chile&key=AIzaSyBr8k58m1tkHh0QNc5S2KRzcpDYuMREu0A;
Metropolitana;,Albergue;,Puente Alto;,Albergue Familias;,Tocornal Grez, Puente Alto, Región Metropolitana, Chile;,Municipalidad de Puente Alto;,24 hrs.;,20;,Ver Mapa;,-33.6142375;,-70.5784875;,https://maps.googleapis.com/maps/api/geocode/json?address=Tocornal+Grez,+Puente+Alto,+Región+Metropolitana,+Chile&key=AIzaSyBr8k58m1tkHh0QNc5S2KRzcpDYuMREu0A;
Metropolitana;,Albergue;,Puente Alto;,Albergue;,Pedro Lagos 240, Puente Alto, Región Metropolitana, Chile;,Fundación Educere;,24 hrs.;,20;,Ver Mapa;,-33.6113473;,-70.5722662;,https://maps.googleapis.com/maps/api/geocode/json?address=Pedro+Lagos+240,+Puente+Alto,+Región+Metropolitana,+Chile&key=AIzaSyBr8k58m1tkHh0QNc5S2KRzcpDYuMREu0A;
Metropolitana;,Albergue;,Puente Alto;,Albergue;,Sgto Menadier 276, Puente Alto, Región Metropolitana, Chile;,Municipalidad de Puente Alto;,24 hrs.;,20;,Ver Mapa;,-33.6170395;,-70.5789178;,https://maps.googleapis.com/maps/api/geocode/json?address=Sgto+Menadier+276,+Puente+Alto,+Región+Metropolitana,+Chile&key=AIzaSyBr8k58m1tkHh0QNc5S2KRzcpDYuMREu0A;
Metropolitana;,Albergue;,Quilicura;,Albergue;,Cabo 2° Job Isaías Burgos Burgos, Quilicura, Región Metropolitana, Chile;,Municipalidad de Quilicura;,24 hrs;,20;,Ver Mapa;,-33.3664679;,-70.7479481;,https://maps.googleapis.com/maps/api/geocode/json?address=Cabo+2°+Job+Isaías+Burgos+Burgos,+Quilicura,+Región+Metropolitana,+Chile&key=AIzaSyBr8k58m1tkHh0QNc5S2KRzcpDYuMREu0A;
Metropolitana;,Albergue;,Quilicura;,Albergue;,Aníbal Pinto 303, Quilicura, Región Metropolitana, Chile;,Municipalidad de Quilicura;,24 hrs;,20;,Ver Mapa;,-33.3713523;,-70.7434287;,https://maps.googleapis.com/maps/api/geocode/json?address=Aníbal+Pinto+303,+Quilicura,+Región+Metropolitana,+Chile&key=AIzaSyBr8k58m1tkHh0QNc5S2KRzcpDYuMREu0A;
Metropolitana;,Albergue;,Quinta Normal;,Albergue de Refuerzo;,San Pablo 3434, Quinta Normal, Región Metropolitana, Chile;,Fundación Mission Golden *;,24 hrs.;,20;,Ver Mapa;,-33.436512;,-70.6816012;,https://maps.googleapis.com/maps/api/geocode/json?address=San+Pablo+3434,+Quinta+Normal,+Región+Metropolitana,+Chile&key=AIzaSyBr8k58m1tkHh0QNc5S2KRzcpDYuMREu0A;
Metropolitana;,Albergue;,Recoleta;,Albergue;,Los Cardenales Ote. 420, Recoleta, Región Metropolitana, Chile;,Fundación Cristo Vive;,24 hrs.;,20;,Ver Mapa;,-33.3926704;,-70.62981169999999;,https://maps.googleapis.com/maps/api/geocode/json?address=Los+Cardenales+Ote.+420,+Recoleta,+Región+Metropolitana,+Chile&key=AIzaSyBr8k58m1tkHh0QNc5S2KRzcpDYuMREu0A;
Metropolitana;,Albergue;,Recoleta;,Albergue de Refuerzo;,Emiliano Zapata, Recoleta, Región Metropolitana, Chile;,CEBACH;,24 hrs.;,20;,Ver Mapa;,-33.3983951;,-70.6503934;,https://maps.googleapis.com/maps/api/geocode/json?address=Emiliano+Zapata,+Recoleta,+Región+Metropolitana,+Chile&key=AIzaSyBr8k58m1tkHh0QNc5S2KRzcpDYuMREu0A;
Metropolitana;,Albergue;,Renca;,Albergue;,Costanera Nte., Renca, Región Metropolitana, Chile;,Municipalidad de Renca;,24 hrs.;,20;,Ver Mapa;,-33.4126426;,-70.72747489999999;,https://maps.googleapis.com/maps/api/geocode/json?address=Costanera+Nte.,+Renca,+Región+Metropolitana,+Chile&key=AIzaSyBr8k58m1tkHh0QNc5S2KRzcpDYuMREu0A;
Metropolitana;,Albergue;,Renca;,Albergue;,El Cerro, Renca, Región Metropolitana, Chile;,Fundación Cristo de la Noche;,24 hrs.;,20;,Ver Mapa;,-33.3991091;,-70.7137322;,https://maps.googleapis.com/maps/api/geocode/json?address=El+Cerro,+Renca,+Región+Metropolitana,+Chile&key=AIzaSyBr8k58m1tkHh0QNc5S2KRzcpDYuMREu0A;
Metropolitana;,Albergue;,Renca;,Albergue;,Condell 5200, Renca, Región Metropolitana, Chile;,Municipalidad de Renca;,24 hrs.;,20;,Ver Mapa;,-33.4094433;,-70.7235086;,https://maps.googleapis.com/maps/api/geocode/json?address=Condell+5200,+Renca,+Región+Metropolitana,+Chile&key=AIzaSyBr8k58m1tkHh0QNc5S2KRzcpDYuMREu0A;
Metropolitana;,Albergue Plan Protege Calle COVID-19;,San Bernardo;,Albergue C-19 San Bernardo;,Sta Teresa de Tango 1877, San Bernardo, Región Metropolitana, Chile;,Fundación Mission Golden;,24 hrs.;,20;,Ver Mapa;,-33.6329744;,-70.73807579999999;,https://maps.googleapis.com/maps/api/geocode/json?address=Sta+Teresa+de+Tango+1877,+San+Bernardo,+Región+Metropolitana,+Chile&key=AIzaSyBr8k58m1tkHh0QNc5S2KRzcpDYuMREu0A;
Metropolitana;,Albergue;,San Bernardo;,Albergue;,Sta Teresa 1876, San Bernardo, Región Metropolitana, Chile;,Fundación Rapha;,24 hrs;,20;,Ver Mapa;,-33.5902539;,-70.6664428;,https://maps.googleapis.com/maps/api/geocode/json?address=Sta+Teresa+1876,+San+Bernardo,+Región+Metropolitana,+Chile&key=AIzaSyBr8k58m1tkHh0QNc5S2KRzcpDYuMREu0A;
Metropolitana;,Albergue;,San Miguel;,Albergue;,San Petersburgo 6120, San Miguel, Región Metropolitana, Chile;,Pentecostes;,24 hrs.;,20;,Ver Mapa;,-33.5134967;,-70.6467081;,https://maps.googleapis.com/maps/api/geocode/json?address=San+Petersburgo+6120,+San+Miguel,+Región+Metropolitana,+Chile&key=AIzaSyBr8k58m1tkHh0QNc5S2KRzcpDYuMREu0A;
Metropolitana;,Albergue;,Santiago;,Albergue;,Salvador Sanfuentes 2363, Santiago, Región Metropolitana, Chile;,Pentecostes;,24 hrs.;,20;,Ver Mapa;,-33.4501892;,-70.6690363;,https://maps.googleapis.com/maps/api/geocode/json?address=Salvador+Sanfuentes+2363,+Santiago,+Región+Metropolitana,+Chile&key=AIzaSyBr8k58m1tkHh0QNc5S2KRzcpDYuMREu0A;
Metropolitana;,Albergue;,Santiago;,Albergue;,Rogelio Ugarte 1447, Santiago, Región Metropolitana, Chile;,Pentecostes;,24 hrs.;,20;,Ver Mapa;,-33.4626938;,-70.6336072;,https://maps.googleapis.com/maps/api/geocode/json?address=Rogelio+Ugarte+1447,+Santiago,+Región+Metropolitana,+Chile&key=AIzaSyBr8k58m1tkHh0QNc5S2KRzcpDYuMREu0A;
Metropolitana;,Albergue;,Santiago;,Albergue;,Almirante Barroso 547, Santiago, Región Metropolitana, Chile;,Fundación Mission Golden;,24 hrs.;,20;,Ver Mapa;,-33.4379474;,-70.66242079999999;,https://maps.googleapis.com/maps/api/geocode/json?address=Almirante+Barroso+547,+Santiago,+Región+Metropolitana,+Chile&key=AIzaSyBr8k58m1tkHh0QNc5S2KRzcpDYuMREu0A;
